"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_239","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma tephrensis "
"OTU_203","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",""
"OTU_924","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium slooffiae "
"OTU_115","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","Ophiosphaerella taiwanica "
"OTU_258","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",""
"OTU_454","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",""
"OTU_82","Fungi","Ascomycota","Leotiomycetes","Helotiales","","Tricellula",""
"OTU_52","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","",""
"OTU_1659","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_7","Fungi","","","","","",""
"OTU_169","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces roseus "
"OTU_826","Fungi","Ascomycota","Sordariomycetes","Xylariales","","Hansfordia","Hansfordia pulvinata "
"OTU_403","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",""
"OTU_14","Fungi","","","","","",""
"OTU_256","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",""
"OTU_173","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Microdochium",""
"OTU_131","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora",""
"OTU_373","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma",""
"OTU_5156","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_195","Fungi","","","","","",""
"OTU_262","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeriopsis",""
"OTU_497","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_7036","Fungi","","","","","",""
"OTU_49","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma radicina "
"OTU_387","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Stagonosporopsis",""
"OTU_669","Fungi","","","","","",""
"OTU_592","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"OTU_995","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia",""
"OTU_142","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Bulleribasidium","Bulleribasidium oberjochense "
"OTU_34","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",""
"OTU_78","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria",""
"OTU_437","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",""
"OTU_467","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","Leptospora galii "
"OTU_516","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",""
"OTU_1048","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",""
"OTU_182","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula babjevae "
"OTU_117","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",""
"OTU_28","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_147","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema frias "
"OTU_46","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia",""
"OTU_67","Fungi","","","","","",""
"OTU_360","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",""
"OTU_119","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraophiobolus","Paraophiobolus arundinis "
"OTU_200","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces phaffii "
"OTU_98","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_66","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","","",""
"OTU_589","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema fusca "
"OTU_6205","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",""
"OTU_323","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Piniphoma","Piniphoma wesendahlina "
"OTU_570","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Wojnowiciella",""
"OTU_1587","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_69","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma buxi "
"OTU_7408","Fungi","","","","","",""
"OTU_367","Fungi","Ascomycota","","","","",""
"OTU_505","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","",""
"OTU_152","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans "
"OTU_51","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_63","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Sarocladium",""
"OTU_224","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium oeirense "
"OTU_70","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium","Striaticonidium brachysporum "
"OTU_764","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","","",""
"OTU_4727","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_791","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amorosiaceae","Angustimassarina","Angustimassarina acerina "
"OTU_3073","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Xenoramularia","Xenoramularia neerlandica "
"OTU_257","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium chernovii "
"OTU_140","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces",""
"OTU_649","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium golubevii "
"OTU_935","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma",""
"OTU_25","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella cucumerina "
"OTU_1534","Fungi","Basidiomycota","Tremellomycetes","","","",""
"OTU_88","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","",""
"OTU_269","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"OTU_58","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","",""
"OTU_1021","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_211","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_101","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema",""
"OTU_5821","Fungi","","","","","",""
"OTU_175","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella",""
"OTU_940","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria",""
"OTU_307","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_406","Fungi","Basidiomycota","","","","",""
"OTU_251","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Paradevriesiaceae","Paradevriesia","Paradevriesia pseudoamericana "
"OTU_4112","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","",""
"OTU_96","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris",""
"OTU_219","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_38","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_1010","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",""
"OTU_186","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","Occultifur kilbournensis "
"OTU_501","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_47","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_1564","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora oryzae "
"OTU_166","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_3930","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Monochaetia",""
"OTU_178","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","",""
"OTU_138","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma ledniceana "
"OTU_6","Fungi","","","","","",""
"OTU_535","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Arizonaphlyctidaceae","Arizonaphlyctis",""
"OTU_474","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","",""
"OTU_368","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora",""
"OTU_383","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",""
"OTU_435","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","Pyrenophora tritici-repentis "
"OTU_37","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_126","Fungi","Ascomycota","Sordariomycetes","","","",""
"OTU_5970","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Arnium",""
"OTU_945","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_493","Fungi","","","","","",""
"OTU_132","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum graminicola "
"OTU_108","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","Minimedusa polyspora "
"OTU_248","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_2399","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",""
"OTU_16","Fungi","","","","","",""
"OTU_376","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",""
"OTU_56","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_102","Fungi","Ascomycota","Leotiomycetes","","","",""
"OTU_369","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma",""
"OTU_7336","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_1388","Fungi","","","","","",""
"OTU_605","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma poaceicola "
"OTU_111","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",""
"OTU_322","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria rosae "
"OTU_3309","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella","Septoriella hollandica "
"OTU_57","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_345","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",""
"OTU_114","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria infectoria "
"OTU_632","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia oryzae "
"OTU_896","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria verkleyi "
"OTU_950","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","",""
"OTU_580","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","",""
"OTU_94","Fungi","Ascomycota","Sordariomycetes","Sordariales","","",""
"OTU_2485","Fungi","Ascomycota","Sordariomycetes","Xylariales","","",""
"OTU_809","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Neofitzroyomyces","Neofitzroyomyces nerii "
"OTU_725","Fungi","Basidiomycota","Pucciniomycetes","Platygloeales","Eocronartiaceae","Eocronartium",""
"OTU_4513","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma guiyangensis "
"OTU_71","Fungi","","","","","",""
"OTU_254","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_388","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiella","Mrakiella aquatica ",""
"OTU_1029","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Neopseudolachnella",""
"OTU_5844","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora",""
"OTU_960","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma xingrensis "
"OTU_524","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Apenidiella",""
"OTU_4468","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",""
"OTU_424","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","Cercospora sojina "
"OTU_492","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis",""
"OTU_179","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Waitea","Waitea arvalis "
"OTU_4531","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_305","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus",""
"OTU_284","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma dimennae "
"OTU_5011","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_876","Fungi","Basidiomycota","Exobasidiomycetes","Tilletiales","Tilletiaceae","Tilletia","Tilletia maclaganii "
"OTU_30","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_347","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",""
"OTU_2414","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Duportella","Duportella sp  "
"OTU_91","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","",""
"OTU_8","Fungi","","","","","",""
"OTU_318","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Bulleribasidium","Bulleribasidium oberjochense "
"OTU_315","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia","Ophiognomonia setacea "
"OTU_334","Fungi","Basidiomycota","Agaricomycetes","Agaricales","","",""
"OTU_33","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Arnium",""
"OTU_3801","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",""
"OTU_654","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",""
"OTU_340","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_267","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",""
"OTU_469","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",""
"OTU_77","Fungi","","","","","",""
"OTU_1482","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia quaestiformis "
"OTU_243","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Dinemasporium",""
"OTU_4750","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",""
"OTU_287","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",""
"OTU_2093","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris",""
"OTU_1698","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","",""
"OTU_233","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma",""
"OTU_40","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis",""
"OTU_26","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",""
"OTU_225","Fungi","Ascomycota","Leotiomycetes","Helotiales","","",""
"OTU_304","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Pseudoophiobolus","Pseudoophiobolus rosae "
"OTU_481","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia",""
"OTU_445","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella sinensis "
"OTU_547","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","Pyrenophora poae "
"OTU_708","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","Acremonium","Acremonium sp  "
"OTU_298","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_68","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma",""
"OTU_2824","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","",""
"OTU_320","Fungi","Basidiomycota","Exobasidiomycetes","Entylomatales","Entylomataceae","Entyloma","Entyloma polysporum "
"OTU_352","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma dimennae "
"OTU_217","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","",""
"OTU_226","Fungi","","","","","",""
"OTU_854","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","",""
"OTU_110","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Tetraplosphaeriaceae","Tetraploa",""
"OTU_188","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys",""
"OTU_697","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",""
"OTU_502","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",""
"OTU_657","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Robillarda","Robillarda sessilis "
"OTU_1475","Fungi","","","","","",""
"OTU_222","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora",""
"OTU_451","Fungi","Ascomycota","Leotiomycetes","Helotiales","","Tricellula","Tricellula aquatica "
"OTU_583","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella glomerata "
"OTU_665","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","","Karstenia",""
"OTU_183","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum lilii "
"OTU_417","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum graminicola "
"OTU_931","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces",""
"OTU_766","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","",""
"OTU_252","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis",""
"OTU_86","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","",""
"OTU_954","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Kurtzmanomyces",""
"OTU_1403","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Dissoconiaceae","Dissoconium",""
"OTU_2503","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma tephrensis "
"OTU_412","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","",""
"OTU_3262","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","","",""
"OTU_5321","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",""
"OTU_116","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella",""
"OTU_390","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia celtidis "
"OTU_4204","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","",""
"OTU_491","Fungi","Basidiomycota","Exobasidiomycetes","","","",""
"OTU_80","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Albifimbria","Albifimbria verrucaria "
